index,person_id,pername1,pername2,sex,dob_day,dob_mon,dob_year,enumcap,enumpc,allInfo
9228,LS867AR020001,KAI,FISHER,M,5.0,6,1957.0,20 SPRINGFIELD ROAD,LS867AR,kaifisherm5.061957.020springfieldroadls867ar
9231,LS867AR021001,JOE,EVANS,M,22.0,8,1972.0,21 SPRINGFIELD ROAD,LS867AR,joeevansm22.081972.021springfieldroadls867ar
9284,LS867AS043001,JOSEPH,YOVNG,M,13.0,4,1969.0,43 SPRINGFIELD ROAD,LS867AS,josephyovngm13.041969.043springfieldroadls867as
9314,LS867AS052001,AISHA,ANDERSON,F,29.0,10,1947.0,52 SPRINGFIELD ROAD,LS867AS,aishaandersonf29.0101947.052springfieldroadls867as
9381,LS87LR001003,AIMEE,CARTER,F,14.0,8,1979.0,1 BROADWAY,LS87LR,aimeecarterf14.081979.01broadwayls87lr
9386,LS87LR002002,AWWE,WRIGHT,,15.0,6,1982.0,2 BROADWAY,LS87LR,awwewright15.061982.02broadwayls87lr
9433,LS87LR019001,RYAN,JOHNSON,M,7.0,3,1970.0,19 BROADWAY,LS87LR,ryanjohnsonm7.031970.019broadwayls87lr
9624,M160YG014001,GRACE,ELLIS,F,9.0,3,1984.0,14 MILL LANE,M160YG,graceellisf9.031984.014milllanem160yg
9765,M192EP023001,ISABEL,FOSTER,F,2.0,10,1950.0,23 ALEXANDRA ROAD,M192EP,isabelfosterf2.0101950.023alexandraroadm192ep
9771,M192EP025005,LOGAN,JAHES,M,5.0,5,2008.0,25 ALEXANDRA ROAD,M192EP,loganjahesm5.052008.025alexandraroadm192ep
9821,M192EQ051003,LEON,TAYLOR,M,6.0,12,2001.0,51 ALEXANDRA ROAD,M192EQ,leontaylorm6.0122001.051alexandraroadm192eq
9837,M192ER059002,RHYS,STEVENSON,M,27.0,6,1975.0,59 ALEXANDRA ROAD,M192ER,rhysstevensonm27.061975.059alexandraroadm192er
9872,M284ZA040002,CAITLYN,DAVIS,F,2.0,10,1946.0,40 YORK ROAD,M284ZA,caitlyndavisf2.0101946.040yorkroadm284za
9875,M284ZA042002,MADELEINE,MATTHEWS,F,19.0,8,1990.0,42 YORK ROAD,M284ZA,madeleinematthewsf19.081990.042yorkroadm284za
9901,M284ZB055001,WIIIIAH,HARVEY,M,12.0,1,1931.0,55 YORK ROAD,M284ZB,wiiiiahharveym12.011931.055yorkroadm284zb
9930,M284ZB066001,ALFIE,BARKER,M,31.0,3,1929.0,66 YORK ROAD,M284ZB,alfiebarkerm31.031929.066yorkroadm284zb
9937,M284ZB072001,AYAAN,ADAMS,M,19.0,10,1911.0,72 YORK ROAD,M284ZB,ayaanadamsm19.0101911.072yorkroadm284zb
9950,M284ZY008001,VICTORIA,THOMSON,F,23.0,10,2003.0,8 YORK ROAD,M284ZY,victoriathomsonf23.0102003.08yorkroadm284zy
9957,M284ZY013001,SOFIA,SHAW,F,23.0,3,1963.0,13 YORK ROAD,M284ZY,sofiashawf23.031963.013yorkroadm284zy
9963,M284ZY017002,OSCAR,SMITH,M,7.0,10,1953.0,17 YORK ROAD,M284ZY,oscarsmithm7.0101953.017yorkroadm284zy
9987,M284ZZ028003,POPPY,CARTER,F,28.0,6,2008.0,28 YORK ROAD,M284ZZ,poppycarterf28.062008.028yorkroadm284zz
10017,M296SS008002,AMY,BECC,F,20.0,10,1920.0,8 CROMWELL ROAD,M296SS,amybeccf20.0101920.08cromwellroadm296ss
10055,M296SS025002,MADISON,BAANES,F,3.0,3,1967.0,25 CROMWELL ROAD,M296SS,madisonbaanesf3.031967.025cromwellroadm296ss
10059,M296SS026003,AMECIA,PARKER,F,22.0,10,2009.0,26 CROMWELL ROAD,M296SS,ameciaparkerf22.0102009.026cromwellroadm296ss
10081,M296ST035003,SKYE,HARVEY,F,14.0,3,2003.0,35 CROMWELL ROAD,M296ST,skyeharveyf14.032003.035cromwellroadm296st
10165,M352TX026003,MOKAMMED,BROWN,,12.0,5,1987.0,26 FOREST ROAD,M352TX,mokammedbrown12.051987.026forestroadm352tx
10166,M352TX027001,EDWARD,HARRISON,M,29.0,10,1962.0,27 FOREST ROAD,M352TX,edwardharrisonm29.0101962.027forestroadm352tx
10197,M352TY039002,SOPHIA,BAKER,F,5.0,6,1954.0,39 FOREST ROAD,M352TY,sophiabakerf5.061954.039forestroadm352ty
10199,M352TY040001,MOHAMMED,CLARK,M,25.0,7,1939.0,40 FOREST ROAD,M352TY,mohammedclarkm25.071939.040forestroadm352ty
10251,M432ZA072001,SOPHIE,EDWARDS,F,2.0,6,1933.0,72 CHURCH ROAD,M432ZA,sophieedwardsf2.061933.072churchroadm432za
10255,M432ZA075001,AWTHOWY,CHAPMAW,M,24.0,3,1966.0,75 CHURCH ROAD,M432ZA,awthowychapmawm24.031966.075churchroadm432za
10267,M432ZA082002,SOPHLE,RLCHRRDSON,F,18.0,10,1983.0,82 CHURCH ROAD,M432ZA,sophlerlchrrdsonf18.0101983.082churchroadm432za
10356,M432ZY035002,VILTORIA,PALMER,F,20.0,9,1982.0,35 CHURCH ROAD,M432ZY,viltoriapalmerf20.091982.035churchroadm432zy
10380,M432ZZ049004,FLORENCE,CLARXE,F,15.0,11,2011.0,49 CHURCH ROAD,M432ZZ,florenceclarxef15.0112011.049churchroadm432zz
10387,M432ZZ053001,THOMAS,LEWIS,M,26.0,7,1955.0,53 CHURCH ROAD,M432ZZ,thomaslewism26.071955.053churchroadm432zz
10442,M447NN013001,KIRN,JOHNSON,M,16.0,4,1965.0,13 MAIN STREET,M447NN,kirnjohnsonm16.041965.013mainstreetm447nn
10455,M447NN017005,HOCCY,CARTER,F,7.0,12,1971.0,17 MAIN STREET,M447NN,hoccycarterf7.0121971.017mainstreetm447nn
10496,M447NN035001,ABLGALL,WARD,F,31.0,5,1914.0,35 MAIN STREET,M447NN,ablgallwardf31.051914.035mainstreetm447nn
10499,M506PT001003,OLLVLA,HARRLS,F,13.0,6,2008.0,1 QUEENS ROAD,M506PT,ollvlaharrlsf13.062008.01queensroadm506pt
10551,M506PT029001,HARRY,JONES,M,20.0,7,1974.0,29 QUEENS ROAD,M506PT,harryjonesm20.071974.029queensroadm506pt
10563,M506PU033002,ABIGAII,WAIKER,F,17.0,5,1940.0,33 QUEENS ROAD,M506PU,abigaiiwaikerf17.051940.033queensroadm506pu
10567,M506PU036002,JESSICA,BAILEY,F,25.0,10,1973.0,36 QUEENS ROAD,M506PU,jessicabaileyf25.0101973.036queensroadm506pu
10629,M518DS014001,JASMINE,BARNES,F,9.0,9,1974.0,14 HIGHFIELD ROAD,M518DS,jasminebarnesf9.091974.014highfieldroadm518ds
10663,M518DT031001,TIA,BARKER,F,8.0,6,1946.0,31 HIGHFIELD ROAD,M518DT,tiabarkerf8.061946.031highfieldroadm518dt
10677,M518DT037001,TYLER,LEE,M,22.0,7,1953.0,37 HIGHFIELD ROAD,M518DT,tylerleem22.071953.037highfieldroadm518dt
10748,M560SB055002,LILLY,HILL,F,12.0,5,1974.0,55 ALBERT ROAD,M560SB,lillyhillf12.051974.055albertroadm560sb
10810,M560SD088004,BROOHE,CARTER,F,18.0,6,1995.0,88 ALBERT ROAD,M560SD,broohecarterf18.061995.088albertroadm560sd
10820,M560SE091003,RYAN,WILLIAMSON,M,3.0,8,2000.0,91 ALBERT ROAD,M560SE,ryanwilliamsonm3.082000.091albertroadm560se
10840,M560SE099006,CALLUM,MILLS,M,31.0,3,1959.0,99 ALBERT ROAD,M560SE,callummillsm31.031959.099albertroadm560se
10850,M560SE103001,LUCY,MARSHALL,F,1.0,1,1923.0,103 ALBERT ROAD,M560SE,lucymarshallf1.011923.0103albertroadm560se
10930,M560SZ012001,ALFIE,ELLIS,M,18.0,6,1965.0,12 ALBERT ROAD,M560SZ,alfieellism18.061965.012albertroadm560sz
11016,M625UD021002,OWEN,MASON,M,17.0,11,1956.0,21 GRANGE ROAD,M625UD,owenmasonm17.0111956.021grangeroadm625ud
11046,M625UE039001,ASHTON,DAVIES,M,16.0,12,1938.0,39 GRANGE ROAD,M625UE,ashtondaviesm16.0121938.039grangeroadm625ue
11100,M660XT013001,EMILY,WEBB,F,26.0,5,1935.0,13 SPRINGFIELD ROAD,M660XT,emilywebbf26.051935.013springfieldroadm660xt
11105,M660XT015001,TOBY,WILLIAMS,M,31.0,3,1951.0,15 SPRINGFIELD ROAD,M660XT,tobywilliamsm31.031951.015springfieldroadm660xt
11136,M660XU032003,AMY,BROWN,F,28.0,4,2004.0,32 SPRINGFIELD ROAD,M660XU,amybrownf28.042004.032springfieldroadm660xu
11168,M660XU043001,CHLOE,PHILLIPS,F,9.0,4,1980.0,43 SPRINGFIELD ROAD,M660XU,chloephillipsf9.041980.043springfieldroadm660xu
11204,M682HU014001,SIENNR,BUSSELL,F,6.0,9,1999.0,14 MAIN ROAD,M682HU,siennrbussellf6.091999.014mainroadm682hu
11225,M682HU022001,PXOEBE,JOXNSON,F,8.0,9,2007.0,22 MAIN ROAD,M682HU,pxoebejoxnsonf8.092007.022mainroadm682hu
11236,M682HW026003,CONNOR,MATTHEWS,M,20.0,2,2009.0,26 MAIN ROAD,M682HW,connormatthewsm20.022009.026mainroadm682hw
11240,M682HW027002,ROSE,BROWN,F,30.0,10,1963.0,27 MAIN ROAD,M682HW,rosebrownf30.0101963.027mainroadm682hw
11258,M682HW035002,IIAM,IEE,M,8.0,3,1939.0,35 MAIN ROAD,M682HW,iiamieem8.031939.035mainroadm682hw
11335,M682HY071004,EMILY,PRICE,,,4,1990.0,71 MAIN ROAD,M682HY,emilyprice41990.071mainroadm682hy
11336,M682HY072001,XATEIYN,SHAW,F,11.0,8,1975.0,72 MAIN ROAD,M682HY,xateiynshawf11.081975.072mainroadm682hy
11343,M682HY077001,ADAN,GOOPER,M,2.0,11,2011.0,77 MAIN ROAD,M682HY,adangooperm2.0112011.077mainroadm682hy
11347,M682HY079002,AMBER,CHAPMAN,F,20.0,12,1925.0,79 MAIN ROAD,M682HY,amberchapmanf20.0121925.079mainroadm682hy
11406,M685ZG034002,LEWIS,BENNETT,M,31.0,1,1967.0,34 NEW ROAD,M685ZG,lewisbennettm31.011967.034newroadm685zg
11435,M685ZH047001,LIAM,BUTLER,M,22.0,2,,47 NEW ROAD,M685ZH,liambutlerm22.0247newroadm685zh
11481,M750HN004002,ALEXIS,ULARKE,F,7.0,8,1996.0,4 GEORGE STREET,M750HN,alexisularkef7.081996.04georgestreetm750hn
11490,M750HN010002,EMMA,THOMAS,F,,12,1968.0,10 GEORGE STREET,M750HN,emmathomasf121968.010georgestreetm750hn
11509,M77EQ006002,FREYA,GRIFFITHS,F,3.0,4,1972.0,6 WEST STREET,M77EQ,freyagriffithsf3.041972.06weststreetm77eq
11516,M77EQ009002,REUBEN,LLOYD,M,19.0,4,2008.0,9 WEST STREET,M77EQ,reubenlloydm19.042008.09weststreetm77eq
11533,M77EQ017003,CHLOE,DENNETT,F,17.0,12,2009.0,17 WEST STREET,M77EQ,chloedennettf17.0122009.017weststreetm77eq
11542,M80NA088002,IBRAMIM,LLOYD,M,25.0,4,2004.0,88 VICTORIA ROAD,M80NA,ibramimlloydm25.042004.088victoriaroadm80na
11555,M80NA092002,POPPY,HALL,F,4.0,8,1957.0,92 VICTORIA ROAD,M80NA,poppyhallf4.081957.092victoriaroadm80na
11572,M80NA098002,THEO,JENKINS,M,6.0,3,1956.0,98 VICTORIA ROAD,M80NA,theojenkinsm6.031956.098victoriaroadm80na
11596,M80NA108002,EMILY,HILL,F,,7,1994.0,108 VICTORIA ROAD,M80NA,emilyhillf71994.0108victoriaroadm80na
11601,M80NA108007,ALEXA,MILL,F,4.0,10,1990.0,108 VICTORIA ROAD,M80NA,alexamillf4.0101990.0108victoriaroadm80na
11650,M80NW024001,WILL,POWELL,M,30.0,2,1977.0,24 VICTORIA ROAD,M80NW,willpowellm30.021977.024victoriaroadm80nw
11680,M80NX042002,ELIZABETH,GIBSON,F,7.0,4,1977.0,42 VICTORIA ROAD,M80NX,elizabethgibsonf7.041977.042victoriaroadm80nx
11685,M80NX046001,SONNY,SHAW,M,18.0,3,1953.0,46 VICTORIA ROAD,M80NX,sonnyshawm18.031953.046victoriaroadm80nx
11692,M80NX053001,ACI,RODINSON,M,13.0,11,1952.0,53 VICTORIA ROAD,M80NX,acirodinsonm13.0111952.053victoriaroadm80nx
11753,M80NZ079003,JASMINE,WEBB,F,28.0,2,1995.0,79 VICTORIA ROAD,M80NZ,jasminewebbf28.021995.079victoriaroadm80nz
11773,M816NP002001,MIA,CHAPMAN,F,6.0,9,1961.0,2 BROADWAY,M816NP,miachapmanf6.091961.02broadwaym816np
11868,M824PU005002,NATASHA,BARKER,F,2.0,4,1990.0,5 THE GREEN,M824PU,natashabarkerf2.041990.05thegreenm824pu
11888,M824PU015001,HOLLIE,WARD,F,17.0,10,1930.0,15 THE GREEN,M824PU,holliewardf17.0101930.015thegreenm824pu
11915,M834YB010004,MILLIE,WILLIAMS,F,13.0,12,2006.0,10 NORTH STREET,M834YB,milliewilliamsf13.0122006.010northstreetm834yb
11962,M902XW005001,CALLUM,BROWN,M,18.0,2,1976.0,5 KINGS ROAD,M902XW,callumbrownm18.021976.05kingsroadm902xw
11965,M902XW006002,SKYE,JAMES,F,17.0,1,1965.0,6 KINGS ROAD,M902XW,skyejamesf17.011965.06kingsroadm902xw
11974,M902XW011002,GRAGIE,WILKINSON,F,22.0,6,1971.0,11 KINGS ROAD,M902XW,gragiewilkinsonf22.061971.011kingsroadm902xw
12026,M902XX043002,DAISY,GREEN,F,3.0,12,1982.0,43 KINGS ROAD,M902XX,daisygreenf3.0121982.043kingsroadm902xx
12033,M902XX044004,FREDDIE,WALKER,M,19.0,3,2009.0,44 KINGS ROAD,M902XX,freddiewalkerm19.032009.044kingsroadm902xx
12050,M913JN012002,CAITLIM,EDWAADS,F,13.0,9,1956.0,12 QUEEN STREET,M913JN,caitlimedwaadsf13.091956.012queenstreetm913jn
12114,M97JZ004007,HOOOY,MITOHEOO,F,20.0,12,1971.0,4 GREEN LANE,M97JZ,hoooymitoheoof20.0121971.04greenlanem97jz
12121,M97JZ006001,JAKE,WARD,M,20.0,6,1948.0,6 GREEN LANE,M97JZ,jakewardm20.061948.06greenlanem97jz
12146,M97JZ019003,KELRA,HARRLSON,F,10.0,9,2001.0,19 GREEN LANE,M97JZ,kelraharrlsonf10.092001.019greenlanem97jz
12200,NW130QN020001,ISABELLA,WILLIAMSON,F,26.0,10,1945.0,20 WINDSOR ROAD,NW130QN,isabellawilliamsonf26.0101945.020windsorroadnw130qn
12214,NW130QP027001,CHRISTOPHER,CRRTER,M,19.0,5,1989.0,27 WINDSOR ROAD,NW130QP,christophercrrterm19.051989.027windsorroadnw130qp
12220,NW130QP031002,CERYS,HARRIS,F,25.0,6,1973.0,31 WINDSOR ROAD,NW130QP,cerysharrisf25.061973.031windsorroadnw130qp
12229,NW130QP034001,ZAK,WILKINSON,M,18.0,6,1951.0,34 WINDSOR ROAD,NW130QP,zakwilkinsonm18.061951.034windsorroadnw130qp
12252,NW130QP042001,SAM,KNIGHT,M,30.0,1,1958.0,42 WINDSOR ROAD,NW130QP,samknightm30.011958.042windsorroadnw130qp
12256,NW130QP044002,GRAGIE,MASON,F,16.0,7,1968.0,44 WINDSOR ROAD,NW130QP,gragiemasonf16.071968.044windsorroadnw130qp
12276,NW130QQ054001,EMILY,LLOYD,F,27.0,7,1939.0,54 WINDSOR ROAD,NW130QQ,emilylloydf27.071939.054windsorroadnw130qq
12353,NW168UX017003,LILY,MURRAY,F,30.0,12,2008.0,17 NEW STREET,NW168UX,lilymurrayf30.0122008.017newstreetnw168ux
12435,NW277BT016001,JOSH,CLARK,M,10.0,4,1964.0,16 GRANGE ROAD,NW277BT,joshclarkm10.041964.016grangeroadnw277bt
12436,NW277BT017001,BRADLEY,YOUNG,M,19.0,1,1977.0,17 GRANGE ROAD,NW277BT,bradleyyoungm19.011977.017grangeroadnw277bt
12472,NW277BU036001,EMILY,COOPER,F,12.0,2,2004.0,36 GRANGE ROAD,NW277BU,emilycooperf12.022004.036grangeroadnw277bu
12483,NW277BU041001,LAUREN,WALKER,F,30.0,1,1983.0,41 GRANGE ROAD,NW277BU,laurenwalkerf30.011983.041grangeroadnw277bu
12490,NW277BU046003,AHY,HALL,F,14.0,11,1976.0,46 GRANGE ROAD,NW277BU,ahyhallf14.0111976.046grangeroadnw277bu
12493,NW277BW049001,LVHE,DAVIES,M,24.0,3,1986.0,49 GRANGE ROAD,NW277BW,lvhedaviesm24.031986.049grangeroadnw277bw
12521,NW277BW058002,EVA,JENKINSON,F,21.0,2,1984.0,58 GRANGE ROAD,NW277BW,evajenkinsonf21.021984.058grangeroadnw277bw
12528,NW277BW062001,JAMIE,YUUNG,M,5.0,9,1962.0,62 GRANGE ROAD,NW277BW,jamieyuungm5.091962.062grangeroadnw277bw
12561,NW277BX078001,BAILEY,CHAPMAN,M,29.0,7,1971.0,78 GRANGE ROAD,NW277BX,baileychapmanm29.071971.078grangeroadnw277bx
12585,NW277BX085003,AMELIA,MARSHALL,F,8.0,11,1976.0,85 GRANGE ROAD,NW277BX,ameliamarshallf8.0111976.085grangeroadnw277bx
12594,NW277BX090001,CAMERON,ROBERTSON,M,5.0,5,1953.0,90 GRANGE ROAD,NW277BX,cameronrobertsonm5.051953.090grangeroadnw277bx
12618,NW277BY099004,DYLAN,GIBSON,M,21.0,6,2011.0,99 GRANGE ROAD,NW277BY,dylangibsonm21.062011.099grangeroadnw277by
12655,NW290ZU001001,BEN,KELLY,M,23.0,3,1982.0,1 STANLEY ROAD,NW290ZU,benkellym23.031982.01stanleyroadnw290zu
12657,NW290ZU001005,AHINA,KELLY,F,19.0,12,2008.0,1 STANLEY ROAD,NW290ZU,ahinakellyf19.0122008.01stanleyroadnw290zu
12668,NW290ZU005005,JESSICA,FOSTER,F,27.0,8,1978.0,5 STANLEY ROAD,NW290ZU,jessicafosterf27.081978.05stanleyroadnw290zu
12731,NW290ZX042001,ISABELLE,MARTIN,F,15.0,5,1974.0,42 STANLEY ROAD,NW290ZX,isabellemartinf15.051974.042stanleyroadnw290zx
12734,NW290ZX044002,SUMMER,ROGERS,F,25.0,2,1966.0,44 STANLEY ROAD,NW290ZX,summerrogersf25.021966.044stanleyroadnw290zx
12748,NW290ZX050001,,HARRIS,M,1.0,5,1961.0,50 STANLEY ROAD,NW290ZX,harrism1.051961.050stanleyroadnw290zx
12750,NW290ZX050004,AMINA,HARRISON,F,13.0,7,1984.0,50 STANLEY ROAD,NW290ZX,aminaharrisonf13.071984.050stanleyroadnw290zx
12831,NW338ZD028003,CYDIA,MORRISON,F,13.0,8,2008.0,28 PARK ROAD,NW338ZD,cydiamorrisonf13.082008.028parkroadnw338zd
12849,NW338ZE038002,CHLOE,MORRIS,F,13.0,7,1971.0,38 PARK ROAD,NW338ZE,chloemorrisf13.071971.038parkroadnw338ze
12882,NW347EE001001,DAVID,MORGAN,M,4.0,9,1952.0,1 MILL LANE,NW347EE,davidmorganm4.091952.01milllanenw347ee
12895,NW347EE008001,ALIGE,ALLEN,F,,3,1940.0,8 MILL LANE,NW347EE,aligeallenf31940.08milllanenw347ee
12933,NW347EE024004,IMOGEW,MITCHELL,F,25.0,2,1985.0,24 MILL LANE,NW347EE,imogewmitchellf25.021985.024milllanenw347ee
12937,NW347EE025002,NIAMH,COX,F,6.0,10,1974.0,25 MILL LANE,NW347EE,niamhcoxf6.0101974.025milllanenw347ee
12958,NW374JL007005,HARRY,EDWARDS,M,10.0,9,1993.0,7 STATION ROAD,NW374JL,harryedwardsm10.091993.07stationroadnw374jl
13018,NW374JN034001,OATHERINE,RIOHARDS,F,8.0,12,1984.0,34 STATION ROAD,NW374JN,oatherineriohardsf8.0121984.034stationroadnw374jn
13022,NW374JN035004,ELLIOT,BARKER,M,23.0,8,2009.0,35 STATION ROAD,NW374JN,elliotbarkerm23.082009.035stationroadnw374jn
13055,NW374JP052001,CHELSEA,EDWARDS,F,8.0,7,1997.0,52 STATION ROAD,NW374JP,chelseaedwardsf8.071997.052stationroadnw374jp
13173,NW436BL010001,JASMINE,WILSON,F,12.0,6,1925.0,10 FOREST ROAD,NW436BL,jasminewilsonf12.061925.010forestroadnw436bl
13176,NW436BL011002,EMILIA,ROBERTSON,F,6.0,11,1972.0,11 FOREST ROAD,NW436BL,emiliarobertsonf6.0111972.011forestroadnw436bl
13181,NW436BL014001,KRTIE,WRRD,F,2.0,8,1973.0,14 FOREST ROAD,NW436BL,krtiewrrdf2.081973.014forestroadnw436bl
13191,NW436BL017001,FREYA,ANDERSON,F,18.0,2,1920.0,17 FOREST ROAD,NW436BL,freyaandersonf18.021920.017forestroadnw436bl
13193,NW436BL018002,KATIE,BAKER,F,27.0,8,1983.0,18 FOREST ROAD,NW436BL,katiebakerf27.081983.018forestroadnw436bl
13206,NW436BN027002,SOPHIA,BROWN,F,7.0,12,1949.0,27 FOREST ROAD,NW436BN,sophiabrownf7.0121949.027forestroadnw436bn
13235,NW436BP041001,IMOGEN,MORGAN,F,8.0,4,1950.0,41 FOREST ROAD,NW436BP,imogenmorganf8.041950.041forestroadnw436bp
13257,NW436BP051003,MATTHEW,MUBBAY,M,23.0,3,2005.0,51 FOREST ROAD,NW436BP,matthewmubbaym23.032005.051forestroadnw436bp
13267,NW436BQ057001,EMILY,CAMPBELL,F,10.0,12,1990.0,57 FOREST ROAD,NW436BQ,emilycampbellf10.0121990.057forestroadnw436bq
13279,NW436BQ065002,ALEX,BBOWN,M,4.0,3,1936.0,65 FOREST ROAD,NW436BQ,alexbbownm4.031936.065forestroadnw436bq
13295,NW436BR075003,CAMERON,CHAPMAN,M,23.0,4,2003.0,75 FOREST ROAD,NW436BR,cameronchapmanm23.042003.075forestroadnw436br
13302,NW436BR079001,ISAAC,BROWN,M,13.0,5,1947.0,79 FOREST ROAD,NW436BR,isaacbrownm13.051947.079forestroadnw436br
13319,NW436BR085003,ELIZABETH,HARRISON,F,25.0,4,2010.0,85 FOREST ROAD,NW436BR,elizabethharrisonf25.042010.085forestroadnw436br
13322,NW436BR085006,AMBER,HARRIS,F,20.0,10,,85 FOREST ROAD,NW436BR,amberharrisf20.01085forestroadnw436br
13364,NW441RT012003,LEAH,YOUNG,F,16.0,4,2000.0,12 SOUTH STREET,NW441RT,leahyoungf16.042000.012southstreetnw441rt
13392,NW459XB005003,THOMAS,WARD,M,17.0,6,2000.0,5 PARK LANE,NW459XB,thomaswardm17.062000.05parklanenw459xb
13407,NW459XB011004,CONNOR,SIMPSON,M,16.0,8,1980.0,11 PARK LANE,NW459XB,connorsimpsonm16.081980.011parklanenw459xb
13436,NW45FH009001,ZAK,BAKER,,21.0,6,1928.0,9 KING STREET,NW45FH,zakbaker21.061928.09kingstreetnw45fh
13579,NW472LR050002,JOSHUA,HARRIS,M,5.0,1,1949.0,50 MANOR ROAD,NW472LR,joshuaharrism5.011949.050manorroadnw472lr
13594,NW472LR058003,EVIE,FISHER,F,23.0,10,1990.0,58 MANOR ROAD,NW472LR,eviefisherf23.0101990.058manorroadnw472lr
13633,NW481EN008001,JIM,ROBINS,M,26.0,4,1936.0,8 YORK ROAD,NW481EN,jimrobinsm26.041936.08yorkroadnw481en
13661,NW481EP025002,DAISY,HAAVEY,F,20.0,6,1961.0,25 YORK ROAD,NW481EP,daisyhaaveyf20.061961.025yorkroadnw481ep
13795,NW500AT029001,AROHIE,GRIFFITHS,M,13.0,11,1915.0,29 ALEXANDRA ROAD,NW500AT,arohiegriffithsm13.0111915.029alexandraroadnw500at
13800,NW500AT032002,KATIE,MITCHELL,F,29.0,6,1972.0,32 ALEXANDRA ROAD,NW500AT,katiemitchellf29.061972.032alexandraroadnw500at
13835,NW500AU050001,RILEY,ROBERTS,M,31.0,12,,50 ALEXANDRA ROAD,NW500AU,rileyrobertsm31.01250alexandraroadnw500au
13956,NW645NX005001,MEGAN,GREEN,F,24.0,1,1966.0,5 WOODLANDS ROAD,NW645NX,megangreenf24.011966.05woodlandsroadnw645nx
13959,NW645NX006002,EMMA,MORGAN,F,22.0,2,1966.0,6 WOODLANDS ROAD,NW645NX,emmamorganf22.021966.06woodlandsroadnw645nx
13969,NW645NX011003,JENNIFER,ALLEN,F,10.0,8,1999.0,11 WOODLANDS ROAD,NW645NX,jenniferallenf10.081999.011woodlandsroadnw645nx
13995,NW645NY022001,BENJAMIN,KING,M,30.0,2,1960.0,22 WOODLANDS ROAD,NW645NY,benjaminkingm30.021960.022woodlandsroadnw645ny
14006,NW645NY026002,EIEANOR,BAKER,,10.0,12,1985.0,26 WOODLANDS ROAD,NW645NY,eieanorbaker10.0121985.026woodlandsroadnw645ny
14020,NW645NY033002,DECLRM,WRRD,M,2.0,5,1971.0,33 WOODLANDS ROAD,NW645NY,declrmwrrdm2.051971.033woodlandsroadnw645ny
14025,NW645NY033007,GEOAGIA,WAAD,F,9.0,1,1979.0,33 WOODLANDS ROAD,NW645NY,geoagiawaadf9.011979.033woodlandsroadnw645ny
14063,NW645NZ050002,ALFIE,OAVIES,M,16.0,3,2005.0,50 WOODLANDS ROAD,NW645NZ,alfieoaviesm16.032005.050woodlandsroadnw645nz
14103,NW661DU019001,RYAN,OWEN,M,5.0,4,1979.0,19 GEORGE STREET,NW661DU,ryanowenm5.041979.019georgestreetnw661du
14107,NW661DU021001,LUCAS,TAYLOR,M,25.0,1,2004.0,21 GEORGE STREET,NW661DU,lucastaylorm25.012004.021georgestreetnw661du
14122,NW662NF007001,LEWIS,CLAVKE,M,23.0,7,1955.0,7 CHURCH ROAD,NW662NF,lewisclavkem23.071955.07churchroadnw662nf
14160,NW662NF025001,OIIVER,BENNETT,M,30.0,10,1925.0,25 CHURCH ROAD,NW662NF,oiiverbennettm30.0101925.025churchroadnw662nf
14168,NW662NF028002,LAYLA,WEBB,F,11.0,1,1953.0,28 CHURCH ROAD,NW662NF,laylawebbf11.011953.028churchroadnw662nf
14230,NW662NH058006,SUMMER,ELLIS,F,1.0,1,1978.0,58 CHURCH ROAD,NW662NH,summerellisf1.011978.058churchroadnw662nh
14238,NW662NH061002,AMBER,MURRAY,F,8.0,10,1951.0,61 CHURCH ROAD,NW662NH,ambermurrayf8.0101951.061churchroadnw662nh
14249,NW662NH065001,JOE,WEBB,M,30.0,5,1967.0,65 CHURCH ROAD,NW662NH,joewebbm30.051967.065churchroadnw662nh
14270,NW662NH073001,HENRY,WHITE,M,20.0,3,1968.0,73 CHURCH ROAD,NW662NH,henrywhitem20.031968.073churchroadnw662nh
14275,NW68LW001004,ALEXANDER,THOMPSON,M,25.0,8,1984.0,1 CLARENCE ROAD,NW68LW,alexanderthompsonm25.081984.01clarenceroadnw68lw
14280,NW68LW003001,OLIVIA,THOMPSON,F,28.0,11,1960.0,3 CLARENCE ROAD,NW68LW,oliviathompsonf28.0111960.03clarenceroadnw68lw
14331,NW68LX027002,LUKE,CHAPMAN,M,,6,1953.0,27 CLARENCE ROAD,NW68LX,lukechapmanm61953.027clarenceroadnw68lx
14349,NW68LX034008,DAVID,JENKINS,M,16.0,7,1974.0,34 CLARENCE ROAD,NW68LX,davidjenkinsm16.071974.034clarenceroadnw68lx
14362,NW68LX041003,IMOGEN,HARRIS,F,15.0,3,2004.0,41 CLARENCE ROAD,NW68LX,imogenharrisf15.032004.041clarenceroadnw68lx
14373,NW68LX048005,JAMES,CLARK,M,31.0,8,1983.0,48 CLARENCE ROAD,NW68LX,jamesclarkm31.081983.048clarenceroadnw68lx
14379,NW76WP001001,ALYSSA,WATSON,F,10.0,10,2004.0,1 CHURCH STREET,NW76WP,alyssawatsonf10.0102004.01churchstreetnw76wp
14412,NW817TH005001,DYLAN,GRAY,M,6.0,10,1971.0,5 KINGS ROAD,NW817TH,dylangraym6.0101971.05kingsroadnw817th
