PIERWSZE_IMIĘ,DRUGIE_IMIĘ,NAZWISKO,DATA URODZENIA
AGATA,MARIA,RAGUS,29-04-1994
WIKTORIA,HELENA,WEREMIJ,09-10-1948
JULIA,KATARZYNA,SZUMOWSKA,10-01-1973
HANNA,MONIKA,BIELAWSKA,28-11-2022
TERESA,ANIELA,BARTYŚ,20-01-1926
URSZULA,BEATA,RUTKOWSKA,12-03-1931
ANASTASIIA,WERONIKA,NIEWCZAS,15-10-1948
NADIIA,ANNA,KOSIOREK,27-05-1959
MARZENA,KATARZYNA,KASPRZAK,12-07-1983
MIROSŁAWA,ANNA,FELSKA,06-09-1932
LIZAVETA,MARIA,DUDZIŃSKA,05-08-1924
ANNA,ALEKSANDRA,COFTA,24-06-1980
NADIA,MARIA,BURCON,20-04-2005
IRENA,DOROTA,NIEĆ,15-04-1953
HALINA,MARIA,JAGIELSKA,05-09-1988
KATARZYNA,HELENA,KAMIŃSKA,06-06-1994
WERONIKA,MARTA,BARCIK,01-04-1953
NATALIA,DANUTA,NYCZKA,06-05-1943
KAROLINA,ANNA,SZTURGULEWSKA,15-12-1969
SOFIIA,ANNA,ORŁOŚ,04-06-1955
WIKTORIA,JOANNA,KMIECIAK,17-05-1977
BARBARA,MARLENA,GERLACH,04-02-2024
MILENA,ANTONINA,DZIEDZIC,26-11-1962
YELYZAVETA,KATARZYNA,PORĘBA,13-03-1979
RENATA,MARIA,BANNERT,24-12-1985
MARIA,BARBARA,KRAWCZUK,14-04-1942
ZUZANNA,ZOFIA,SINHA,24-05-2001
MAJA,HELENA,PERLIK,19-09-2019
MARIA,EWA,KOSMALA,07-05-1979
ELŻBIETA,MAJA,SZCZĘSNY,27-11-1997
KRYSTYNA,ANITA,KOŁODZIEJCZYK,21-08-1961
JUSTYNA,ZUZANNA,KOPEĆ,28-09-1999
EDYTA,MAŁGORZATA,TOMCZYK,23-12-1960
BOŻENA,WANDA,KOTLIŃSKA,24-12-1943
MAŁGORZATA,AMELIA,PIOTROWSKA,12-10-1967
IWONA,GENOWEFA,SZYMALA,25-02-1940
ALINA,JOANNA,JASIOCHA,07-04-2018
MAGDALENA,JANINA,KAPIZH,12-02-1978
JOANNA,KIRANKUMAR,GADAWSKA,14-09-1926
TETIANA,MAGDALENA,KOSIBA,11-06-2015
ZUZANNA,JOANNA,KRYCH,09-01-1992
WIKTORIA,PAULINA,OLEJNICZAK,02-05-1997
OLIWIA,MICHALINA,WŁODARCZYK,28-06-1981
KARINA,MAŁGORZATA,MACKIEWICZ,08-12-1974
MAŁGORZATA,MARTA,BANISZ,20-04-1970
RENATA,ANNA,SIERPOWSKA,01-09-1944
ALICJA,EWA,SZEMBROWICZ,30-12-2008
MARIA,DOROTA,NIEPOLSKA,25-01-2022
ALEKSANDRA,JANINA,SOBOL,11-02-2023
NATALIA,ŁUCJA,BĘTKOWSKA,07-03-1981
PAULINA,AGNIESZKA,SŁOMIŃSKA,17-04-1946
OLHA,MARIA,BRONIAREK,13-09-2017
ANNA,KRYSTYNA,NOWAKOWSKA,24-05-2023
IWONA,WANDA,CEBULA,03-07-1980
MAGDALENA,KRYSTYNA,ROJEK,07-07-1971
KATARZYNA,MAŁGORZATA,WOŹNICA,18-08-2015
LIUDMYLA,MONIKA,ONOPRIIENKO,04-03-1927
WERONIKA,STEFANIA,LIPKA,11-05-1953
IWONA,ELŻBIETA,KOWALSKA,08-10-1988
HELENA,ZOFIA,BOROWIK,28-12-2018
IWONA,ANNA,RÓŻA,09-11-1954
MONIKA,ALEKSANDRA,ROGOWSKA,12-02-1994
ANNA,SYLWIA,GAJDA,03-11-1994
HELENA,RENATA,STOLARCZYK,12-07-1991
MARIOLA,IWONA,ARMATOWSKA,10-07-2017
KAROLINA,ANNA,BARTNICKA,05-01-1981
STEFANIA,MARIA,SZYGUŁA,22-12-1965
BERNADETA,MAGDALENA,KOLIŃSKA,06-08-1998
OLHA,MARIA,MALANCHUK,03-05-1979
MARTYNA,ELEONORA,TARKOWSKA,27-07-1934
BOŻENA,CZESŁAWA,BOBIŃSKA,08-10-1938
JANINA,MARIOLA,ZALEWSKA,21-11-1992
MARIA,BARBARA,BRODZIAK,19-11-1975
KRYSTYNA,ANNA,WYPYCH,02-07-1925
ANETA,KAZIMIERA,KRUSZYŃSKA,25-01-1972
KINGA,EWA,KARCZEWSKA,04-05-1977
BOŻENA,KLAUDIA,GOLIŃSKA,05-02-1958
IZABELA,SYLWIA,PIECHA,11-01-1998
IZABELA,TERESA,SOBKOWIAK,25-11-2019
ZDZISŁAWA,WIESŁAWA,MROZIK,28-01-2002
MILENA,ESTER,NIELABA,28-06-2015
ŻANETA,MARIA,ZACHARA,04-11-1977
WIKTORIA,HELENA,TYMCHUR,08-08-1989
URSZULA,MARIA,BOBER,25-12-1993
ZOFIA,RENATA,ZASIEWSKA,28-03-1959
SUSANNA,KATARZYNA,BARTECKA,17-10-2014
HELENA,BARBARA,BATESON,03-10-1947
MARZENA,GABRIELA,CHYNIAKOVA,21-10-1965
ANNELIESE,EWA,MALETSKA,20-12-1966
KARINA,EWA,SZERBANOWICZ,21-07-1949
EWELINA,MAGDALENA,ANNYCH,27-09-1989
JANINA,ALEKSANDRA,KLUZA,16-03-1999
WANDA,SYLWIA,PEREK,10-11-2013
EWA,HANNA,PIECZYŃSKA,01-08-1982
IZABELA,WIESŁAWA,SIEROCKA,11-01-1977
BEATA,KRYSTYNA,TOMASZCZYK,15-01-2006
JUDYTA,MARIA,OCICKA,05-06-1983
MARIANNA,ALEKSANDRA,NIEDŹWIEDŹ,11-12-1963
KHRYSTYNA,EDYTA,SACHOK,04-05-1936
NADIA,ANNA,SMOLEŃ,19-04-2004
DANUTA,MARIA,BERENDT,03-05-1947
ANASTASIA,CECYLIA,SZALA,01-03-1995
BARBARA,ANNA,KWIATKOWSKA,18-10-1944
MARTA,ALEKSANDRA,WITUŁA,29-10-1973
LIDIA,ELŻBIETA,WIERZBOWSKA,27-01-2007
ANNA,ANNA,OHARENKO,02-04-1945
WANDA,MARTA,KONDRATOWICZ,04-06-1945
WIKTORIA,MAGDALENA,KORZYNIEWSKA,01-10-1959
DOROTA,JADWIGA,ŚWIETLICKI,20-06-1953
ANNA,JÓZEFA,PAWŁOWSKA,27-11-1938
JULIA,TERESA,HUZAR,09-12-1973
JULIA,AMELIA,WÓJCIK,22-09-2012
ANNA,MARIA,CIURA,13-06-1984
IZABELA,WIKTORIA,ŚLIWIŃSKA,24-07-1932
JOWITA,ELŻBIETA,GAWLETA,04-03-1927
KLAUDIA,JOLANTA,GAJEWSKA,12-01-1928
MAGDALENA,BARBARA,BIERNACKA,24-02-2011
BARBARA,KATARZYNA,KANSKA,09-06-1933
IGA,KLARA,TAMIOŁA,09-06-2018
KATARZYNA,BEATA,JÓŹWIK,25-11-2023
SYLWIA,TERESA,CZECHOWSKA,07-11-1994
JUSTYNA,ANNA,OSIŃSKA,21-02-1944
AGNIESZKA,KATARZYNA,ŁUKASZCZYK,14-05-1987
JADWIGA,MARIA,STOJANOWSKA,17-05-2000
MICHALINA,MARIA,PAPUGA,23-03-1997
KRYSTYNA,KATARZYNA,FORNALSKA,20-10-1993
MAŁGORZATA,PAULINA,SZAFRAŃSKA,03-09-1938
ANETA,BARBARA,FRANKOWSKA,09-01-1995
ANNA,KATARZYNA,USOROWSKA,21-10-1987
MARIA,TERESA,PAWŁOWSKA,23-07-1929
DANUTA,MARIA,JADCZAK,29-08-2005
KINGA,ELŻBIETA,FRĄCZKOWSKA,27-01-1939
MONIKA,MARIA,KURSA,14-10-2017
HALINA,EMILIA,MAKOHON,14-11-2009
LIUBOV,MAGDALENA,KOWALCZYK,25-01-1999
WERONIKA,LILIANA,TUSIŃSKA,20-08-1945
NATALIIA,TERESA,LITKA,25-02-1925
WANDA,ANNA,MOLENDA,23-03-1931
WIOLETA,JADWIGA,JAKUBCZYK,04-05-1939
LIDIIA,EWA,MACIEJEWSKA,29-05-1926
SOLOMIIA,AGNIESZKA,ZALIPSKA,03-06-1940
MAŁGORZATA,JUSTYNA,JAŁOSZYŃSKA,08-09-1944
OKSANA,AGNIESZKA,KAMIZELA,07-07-2001
AGNIESZKA,DAGMARA,RĄP,06-01-1968
MAŁGORZATA,BRONISŁAWA,SOKOŁOWSKA,04-06-1973
KATARZYNA,HALINA,OBRZUT,14-07-1947
KAROLINA,ILONA,SZCZERBAKOWICZ,25-09-1934
MAŁGORZATA,ANNA,SAMAREC,04-03-1926
KRYSTYNA,IZABELA,CHROSZCZ,06-07-1926
KATARZYNA,ELŻBIETA,WANAT,10-09-1944
OLIWIA,BARBARA,ĆMIKIEWICZ,10-07-2006
KALINA,WIKTORIA,RABENDA,30-03-1949
ELŻBIETA,DANUTA,SZAREK,24-12-2006
JOANNA,BARBARA,REPELEWICZ,14-11-1956
MAGDALENA,WANDA,ZONKO,15-03-1973
ANETA,ZUZANNA,CZAPLIŃSKA,15-07-1942
MARIANNA,DOMINIKA,KOPNIEWICZ,17-01-2010
BARBARA,ZOFIA,SKUBEL,18-07-1936
MONIKA,ANNA,WIECZOREK,21-08-1937
SYLWIA,TERESA,MARASEK,20-09-1949
LENA,WALERIA,STASZEK,05-10-1928
EDYTA,MAGDALENA,STOSIO,05-07-1987
EDYTA,IRENA,SOWA,03-05-2010
ZOFIA,MARIA,KĘPSKA,06-03-1959
URSZULA,ALICJA,PAWLAK-CYBULSKA,28-12-1996
ANNA,BOŻENA,GORZALCZANY,07-09-1943
STANISŁAWA,JÓZEFA,WÓJCICKA,17-11-1953
BARBARA,ELŻBIETA,KARWEL,20-11-2013
MAGDALENA,MARIA,OSOWSKA,26-06-1995
MAŁGORZATA,ALEKSANDRA,MAZURKIEWICZ,25-03-1944
DIANA,MARTYNA,PAWŁOŚ,14-03-1939
WERONIKA,ALICJA,CHOROBIŃSKA,29-11-1964
NATALIA,ANNA,BABIŃSKA,25-04-1943
AGNIESZKA,ANNA,JACHER,28-02-2019
SYLVIE,MARIA,GRUMIŃSKA,08-02-1957
TERESA,PATRYCJA,ŻUŁAWA,29-07-1963
BARBARA,OTYLIA,WITKOŚ,26-05-1952
TERESA,STANISŁAWA,JANCZURA,01-04-1987
KLAUDIA,JOANNA,ZIAJKA,05-05-1970
ELŻBIETA,TERESA,MARKIEWICZ,15-12-1924
AGNIESZKA,BARBARA,BIEGUN,10-12-1995
PAULINA,MARIA,MUSZYŃSKA,10-06-2017
ZUZANNA,FAUSTYNA,JANKIEWICZ,24-05-2001
MARCELINA,TERESA,GRABOWSKA,10-08-2002
KATARZYNA,SYLWIA,TĄTA,16-05-1938
ELŻBIETA,MAGDALENA,RADZIVANOVICH,22-04-1929
RENATA,KRYSTYNA,DACHOWSKA,07-05-1982
MAŁGORZATA,ANNA,ŁOPATO,08-02-2019
DOMINIKA,AMELIA,JELEŃ,11-06-1948
ZOFIA,GRAŻYNA,KLITA,07-06-2001
JANINA,MARIA,PAKHOMOVA,20-03-1973
WIKTORIA,MAGDALENA,CHOSZCZ,09-09-1936
KAROLINA,KINGA,MYSIUGA,16-06-2014
KORNELIA,MARTA,JEZIOR,14-02-1963
ANNA,WERONIKA,CHMIELEWSKA,12-11-2013
MARIA,MARIA,SAWCZUK,05-04-1930
PAOLA,MARIA,STOKŁOSA,15-02-1945
AMELIA,ANNA,WASIŁYSZYN,31-05-1948
ANNA,AGNIESZKA,TRAWIŃSKA,18-04-1984
KRYSTYNA,MARIA,PELYKH,08-12-1966
BARBARA,KATARZYNA,SATŁAWA,19-09-1975
KAJA,DOROTA,KACZMAR,25-04-2018
DAGMARA,CECYLIA,DĄBROWSKA,15-02-2007
KAROLINA,MARTA,KOSIDŁO,22-09-1979
MAGDALENA,IRENA,JANICKA,27-02-1972
KATARZYNA,BARBARA,CIENSKOWSKA,06-03-1932
KAMILA,JOANNA,ZARZYCKA,16-01-1965
JANINA,ROMANA,MAKOWSKA,12-09-1992
HALINA,ZOFIA,BOROŃ,29-03-1984
ANNA,JOANNA,JAWORSKA,20-03-1927
ANNA,JUSTYNA,BAUMRITTER,13-10-1975
EMILIA,DANUTA,SIKORA,20-11-2010
DOROTA,ZOFIA,KISIEL,02-10-2015
ZOFIA,KAROLINA,RYBA,30-10-2004
IWONA,DANUTA,ROŻNIATOWSKA,22-07-1971
OLIWIA,EWA,SOPOREK,22-06-2020
MARIA,EWA,NIEWIADOMSKA,28-06-2012
ALTYNAY,ZOFIA,CZAK,03-11-1945
VIKTORIIA,IZABELA,KRET,12-05-1964
KATARZYNA,MARIA,SIKORSKA,15-12-1950
ZDZISŁAWA,WALENTYNA,FALEJCZYK,10-03-1995
GRAŻYNA,ANNA,JĘDRZEJEWSKA,07-05-1939
MILENA,NATALIA,NOWICKA,14-09-2019
ZOFIA,HELENA,SOBAŃSKA,10-08-2000
AURORA,AGNIESZKA,WOJEWODA,08-10-2019
NATALIA,TERESA,BOIKO,25-07-1967
AGATA,ELŻBIETA,KULIG,31-05-1942
HELENA,KAROLINA,STRZELECKA,02-08-1970
ANNA,MONIKA,KOROL,13-03-1935
BOŻENA,STANISŁAWA,TKACZYK,21-05-1988
KRYSTYNA,MARCELINA,WASAK,02-12-1935
MARTYNA,EWA,DĄBROWSKA,18-05-1956
OLHA,ANNA,SABURA,03-11-1951
HANNAH,BARBARA,WŁODARCZYK,18-10-1983
MAGDALENA,TERESA,JABŁOŃSKA,20-10-2008
AGATA,EWA,ZHUPANENKO,15-07-2016
MONIKA,WIESŁAWA,OSTROWSKA,29-12-1946
BERNADETA,TERESA,BUDZICH,01-09-1998
ANNA,ANNA,POLAKIEWICZ,22-06-2002
IWONA,STANISŁAWA,PITSYK,19-08-1936
ALINA,MARTA,SZMANDRA,26-03-2011
MARTYNA,ALINA,RUDIAK,30-06-1975
ANGELIKA,MARIA,MADEJ,08-08-1999
EDYTA,MAGDALENA,OGAR,06-11-1941
JOANNA,EWA,HERZOG,16-01-1974
WIESŁAWA,HELENA,TRZCIŃSKA,07-03-1973
ANGELIKA,MARIA,REJ,18-06-1947
JOLANTA,MARIA,RABIEGA,01-04-1980
ANASTASIIA,DANUTA,DĄBROWSKA,07-08-1978
BEATA,BOGUMIŁA,ŚWIERCZEK,04-03-2010
KRYSTYNA,BARBARA,PIESIK,30-04-1938
WIOLETTA,EWA,PACYGA,15-06-1964
JOWITA,HALINA,TYMKOWSKA,14-03-1994
ZOFIA,ZUZANNA,SZYPULSKA,28-12-2015
ZOFIA,ALINA,OLESZCZUK,21-08-2002
MARIOLA,JOLANTA,SZALATY,26-04-1929
ALLA,GABRYELA,GRANOS,02-02-2003
BARBARA,ELŻBIETA,KROPISZ,29-03-1930
ALEKSANDRA,IFIGENIA,SZYMCZYK,17-08-1967
IZABELA,MARIA,ANTONIN,19-12-1927
NADIA,HANNA,JUTKIEWICZ,05-03-1992
KATARZYNA,BEATA,TOKARCZYK,30-11-2020
ŁUCJA,MARIA,MIODUSZEWSKA,07-06-2018
IZABELA,ALICJA,GORCZYCA,09-05-1988
EMILIA,HANNA,WYŻLIC,09-10-2023
ANNA,ANNA,KONSTANTY,15-05-1945
ADRIANNA,JOANNA,BRUNKA,30-08-1937
JUSTYNA,JOLANTA,JADACH,24-11-2017
SYLWIA,BARBARA,EMESCHAJMER,09-01-1928
MANUELA,ANNA,NIEDZIELSKA,22-07-1977
ALICJA,ZOFIA,FLORCZAK,29-10-2002
IWONA,KATARZYNA,ZIAJKA,13-06-1940
DONATA,MARIANNA,MIZIA,25-06-1930
HANNA,WERONIKA,ZYGAROWSKA,07-02-1957
ALEKSANDRA,AGNIESZKA,LIPIŃSKA,23-12-2003
ANGELIKA,KATARZYNA,STAWICKA,07-10-1935
DANUTA,AGNIESZKA,WARCZYGŁOWSKA,14-08-1964
ANNA,ANNA,NIEGODA,04-12-2004
MONIKA,MARIA,CZEPIK,30-01-1954
LENA,MAGDALENA,WONIAK,06-12-1934
HANNA,KAROLINA,RUCIŃSKA,28-02-2004
STANISŁAWA,ŁUCJA,WIŚNIEWSKA,27-06-2020
MARZENA,IWONA,DRZĘŹLA,28-03-2014
KAROLINA,MARIA,KOZACZUK,09-04-2002
WIESŁAWA,KRYSTYNA,KISZKA,01-06-1974
JUSTYNA,DARIA,BAŁDYGA,01-03-1981
GABRIELA,MARTA,KIELAR,16-07-2023
NIKOLA,MARIA,WIŚNIEWSKA,25-12-1962
LENA,ANNA,GARBOWSKA,11-09-1948
WERONIKA,CHLOE,ZARZECKA,17-08-1964
WIESŁAWA,KRYSTYNA,GRZYBOWSKA,07-01-1992
DOMINIKA,WIESŁAWA,MOS,05-09-1948
BEATA,JULITA,LESING,08-01-1932
MAŁGORZATA,AGATA,PAWLAK,19-01-1939
DANUTA,JOANNA,KRZYSZTOŃ,12-11-1937
MARIA,ELŻBIETA,TUSZYNSKI,28-08-1965
MARIIA,ELŻBIETA,ZDUŃCZYK,27-06-1997
JOLANTA,ZOFIA,MALTSEVA,12-03-1975
ANNA,KATARZYNA,DZIADOSZ,21-02-1963
WIKTORIA,JOANNA,MUSZYŃSKA,16-06-1955
GRAŻYNA,MARIA,KRETOWICZ,25-03-1943
ANNA,JANINA,LIS,23-09-1942
MARIA,EWA,JURCZYK,03-10-1966
WIOLETA,KATARZYNA,KUCZAK,17-02-1982
KATARZYNA,WIKTORIA,ORLIK,25-01-1981
KRYSTYNA,EDYTA,MAZUR,09-02-1993
JUSTYNA,IWONA,KOSMACZEWSKA,08-08-2011
EMILIA,MARIA,KASPROWICZ,17-04-1957
ANNA,ANNA,KOZIOŁ,05-12-1993
JUSTYNA,MARIA,MACIĄG,28-08-1976
ALDONA,ELŻBIETA,KRASNODĘBSKA,05-01-2022
MAŁGORZATA,MAŁGORZATA,SOSIŃSKA,24-11-1939
DOROTA,DOMINIKA,CIEŚLAK,17-11-1939
VALENTYNA,WIESŁAWA,ŁUKASIUK,20-10-1983
KATARZYNA,MARIA,TARNOWSKA,03-11-1957
GRAŻYNA,MONIKA,GOLEC,19-02-2009
JANINA,MAGDALENA,CHOLEWA,12-10-1978
MARZENA,ANNA,BIRR,31-10-1999
IRENA,DOROTA,FURTAK,07-07-2012
MALWINA,KATARZYNA,PYTLIK,12-04-1956
EMILIA,MAŁGORZATA,ŚLIWIŃSKA,13-12-1950
BEATA,BEATA,ZMITROWICZ,23-08-2009
ZOFIA,BARBARA,ŁASOCHA,20-02-2024
MONIKA,JOANNA,AGACKA,14-11-1983
KATARZYNA,STEFANIA,BURBAN,21-03-1976
SYLWIA,HELENA,ŚMIETANA,22-05-1938
AGNIESZKA,RENATA,MIKULSKA,10-12-1960
DANUTA,EWA,ŁUKASZUK,17-08-1975
LONGINA,DOROTA,MALYSHKO,25-08-1971
EWA,GRAŻYNA,BRZEZIŃSKA,17-07-1941
HALYNA,ZYTA,BĄK,08-05-1928
ADA,KATARZYNA,JAGODZIŃSKA,02-06-1943
MONIKA,KLAUDIA,ARCHACKA,06-02-1976
LUANA,EWA,HUBER,01-05-1927
KATARZYNA,MAŁGORZATA,FORIASZ,05-07-2008
IRENA,DOROTA,ZALEWSKA,03-09-2010
EMILIA,KRYSTYNA,MÓL,07-04-1932
EDYTA,JOLANTA,KOCUR,18-02-1964
EWA,KATARZYNA,BIEDZIŃSKA,27-01-1938
AGATA,AMELIA,SZELĄG,25-06-1962
HALINA,LUCIA,MIKOŁAJCZYK,12-11-1927
EWA,KATARZYNA,SROŚLAK,10-07-1988
BEATA,JADWIGA,STEPANCHUK,16-06-1974
MAGDALENA,KLAUDIA,PRZYBYLAK,07-12-1929
GRAŻYNA,MARIA,LEWANDOWSKA,27-07-1972
WIKTORIA,ELŻBIETA,KLOREK,02-05-1995
AGNIESZKA,ROZALIA,PIOTROWSKA,07-01-1971
AGNIESZKA,BARBARA,FRYDMAN,19-08-1995
JOLANTA,JÓZEFA,GRZEGORCZYK,22-12-2004
ADRIANNA,ADELAJDA,SKORUPKA,15-11-2021
TERESA,MARIA,SZPYT,15-01-1992
IULIIA,ELŻBIETA,BRZEZIŃSKA,07-09-1984
ANNA,MAŁGORZATA,JAWORSKA,04-11-1961
MAGDALENA,ELIZABETH,MOROZ,08-01-1958
ANNA,MARIA,SZULC,01-08-1990
GRAŻYNA,ŁUCJA,PIĘKOŚ,01-09-1972
MONIKA,AGNIESZKA,ANTOS,11-01-1977
MICHALINA,MICHALINA,POWROŹNIK,06-07-1986
STANISŁAWA,OLIWIA,RAFACZ,03-03-1930
YEVHENIIA,JULIA,NAROŻNIAK,28-01-1966
NATALIIA,KRYSTYNA,KUKLA,28-05-1943
OLIWIA,BARBARA,SZWABE,22-02-1973
DOROTA,DANUTA,STEFAŃSKA,15-04-1949
EWA,WANDA,ŻELEWSKA,13-04-1930
ELŻBIETA,KAROLINA,SOKÓŁ,09-08-2012
MONIKA,FRANCISZKA,KROCHAK,21-11-1987
GABRIELA,DOROTA,REJMANIAK,20-03-2012
ANASTASIIA,MARTA,PINKOWSKA,12-01-1951
JÓZEFA,SYLWIA,SOCZÓWKA,08-05-1959
LUCYNA,MAŁGORZATA,STEPEK,08-02-1944
INGE,ALEKSANDRA,MICHAŁEK,28-12-2020
MIROSŁAWA,ELŻBIETA,ZALEGA,16-04-1955
MARLENA,EWA,DUC,12-01-1987
KAROLINA,IRENA,KRASIŃSKA,25-10-2003
ANNA,ZEYNEP,OKÓLSKA,23-10-2012
KORNELIA,LIDIA,EICHLER,17-06-1981
JENNIFER,BOŻENA,BILSKA,04-10-1958
ANNA,MAŁGORZATA,LISIECKA,14-06-1956
ELIZA,EWA,BLACHURA,23-06-1988
BARBARA,KRYSTYNA,KASPEREK,16-04-1931
MAGDALENA,FRANCISZKA,SZMIGIEL,30-06-1929
MARIA,IWONA,MUSZYŃSKA,11-06-2001
BIANCA,JOANNA,WITKOWSKA,14-11-1987
SYLWIA,MARIA,ODOROWSKA,29-04-1943
JOANNA,BEATA,DZWONKOWSKA,05-10-1992
SYLWIA,STANISŁAWA,LEWANDROWSKA,11-01-2007
MAŁGORZATA,MONIKA,MAKOWSKA,29-10-2019
MAŁGORZATA,WERONIKA,NAWRAT,20-07-1928
MAGDALENA,MARIOLA,NIEDŹWIECKA,13-02-1979
AGNIESZKA,ANIELA,MAKOWSKA,12-05-1952
ELŻBIETA,BOŻENNA,MCINERNEY,30-04-1970
HELENA,HALINA,GRZEGORCZYK,16-11-1993
WIKTORIA,ANNA,MUKOID,19-08-2015
OLEKSANDRA,AGATA,BOGUCKA,01-03-2021
GRAŻYNA,PATRYCJA,KWIATKOWSKA,11-10-1992
DARIA,ELŻBIETA,NOWAKOWSKA,08-07-1968
KATARZYNA,EUFROZYNA,KOWALSKA,27-01-1953
ANNA,RÓŻA,ZAPAŁA,14-09-1949
MAŁGORZATA,KATARZYNA,RĘBALSKA,17-04-1954
JOANNA,EWA,ŚWINIARSKA,23-08-1964
ELŻBIETA,EWA,KOWNACKA,18-05-2019
LESIA,KAZIMIERA,KRAWCZYK,26-03-1989
MONIKA,IRENA,GOŁĘBIEWSKA,28-07-1945
MAGDALENA,OLIWIA,MARCZAK,07-04-1934
JOLANTA,ZOFIA,KOZŁOWSKA,08-10-1940
JULIA,KRYSTYNA,TĄTA,30-09-2002
EWA,ANNA,ŻURAWSKA,25-07-1949
JUSTYNA,MARIA,DZBUK,30-01-2010
MARTA,KAROLINA,ZIELIŃSKA,06-01-1950
NATALIA,MARIA,KOŁTUN,29-01-1928
NARMIN,MARIA,NESTOROWICZ,03-11-2005
AGATA,ANNA,BAŁA,22-05-2012
BOŻENA,MAGDALENA,ILNICKA,27-02-1944
ELŻBIETA,TERESA,WÓJCIK,14-04-1927
WERONIKA,MARIA,IWASZKIEWICZ,16-08-1940
ZOFIA,JUSTYNA,KŁĘK,06-12-1950
JULIA,EWELINA,SZATAN,15-01-1977
ANETA,ANNA,SITKO,18-10-2009
BARBARA,IZABELA,BUTENKO,20-10-1957
ANASTASIIA,JULIANNA,BRZÓSKIEWICZ,22-12-2008
KATARZYNA,JADWIGA,KASZUBA,28-04-2010
BARBARA,ELŻBIETA,KOBYLIŃSKA,08-12-1981
BOGUSŁAWA,LUCYNA,DESZCZ,19-12-2009
ZENOBIA,ZOFIA,ŁECHTAŃSKA,22-05-2008
NATALIA,MARTA,WOŹNIAK,04-08-1946
ZARRINA,ANNA,NOWAK,16-01-1955
BEATA,ANNA,SAWONIUK,27-11-1973
STANISŁAWA,BEATA,BIGOSIŃSKA,21-04-2020
ZOFIA,KATARZYNA,OLESZKIEWICZ,23-11-1935
IRYNA,ANNA,SZCZEPAŃSKA,27-05-1946
SARA,KLAUDIA,POHL,07-01-2003
STANISŁAWA,BARBARA,KOCHANOWSKA,07-04-1942
MARIOLA,MAŁGORZATA,BONDAR,13-03-2019
URSZULA,ANNA,TROŚCIŃSKA,12-07-2005
KATARZYNA,ALICJA,IWASYK,07-04-1944
OLIWIA,BOGUMIŁA,KOLOSEK,09-11-1937
MONIKA,RENATA,CZUCHAJ,06-11-1948
TERESA,TERESA,KRAMARCZUK,18-04-1981
REGINA,CECYLIA,WAWOCZNY,14-10-1943
JANINA,WIKTORIA,KINALSKA,12-02-1939
KRYSTYNA,MONIKA,ZIEMBIŃSKA,20-12-1969
ANTONINA,AGNIESZKA,MAJEWSKA,30-09-1963
PATRYCJA,ELŻBIETA,WIŚLIŃSKA,23-10-2017
GABRIELA,MAŁGORZATA,WIŚNIEWSKA,15-10-1983
TERESA,STANISŁAWA,ŚCIBISZ,14-07-2015
KRYSTYNA,SYLWIA,WRONA,27-10-1987
EWA,KATARZYNA,SZWAJ,10-06-2008
TETIANA,MARTYNA,ANIOŁA,27-12-1943
EDWARDA,AGATA,CYBULAK,04-04-1989
KIARA,MARIA,ROMANOWSKA,06-07-2000
JULIA,KATARZYNA,TKACZ,02-08-1949
KRYSTYNA,GENOWEFA,KOZYRA,27-05-2018
GRAŻYNA,ANNA,LABUDDA,29-11-1930
JOLANTA,NATALIA,SZTUCZKA,01-11-1952
ALEKSANDRA,AGNIESZKA,WALCZAK,25-05-2018
MAGDALENA,MARIA,MAKUŁA,03-06-1976
HELENA,JÓZEFA,TAUBERT,04-09-1953
NATALIA,ANNA,GOLONKO,17-11-1960
KATARZYNA,MAGDA,ADAMCZYK,22-11-1983
JANINA,DARIA,RUSEK,27-01-1965
MAŁGORZATA,BARBARA,SZCZEPANKIEWICZ,02-05-1953
MARIA,GENOWEFA,MICHALSKA,05-03-1971
DARIA,MARIA,WOJCIECHOWSKA,09-04-1933
BEATA,WŁODZIMIERA,JANCZAREK,15-02-2002
KATARZYNA,ZOFIA,GOLUCH,11-12-1937
AGNIESZKA,ŁUCJA,WROTKOWSKA,04-12-2002
SVITLANA,EWA,WASZCZUK,08-04-1949
LARYSA,MAŁGORZATA,SKRYPNYK,11-07-1957
HAVA,NATALIA,OWOC,07-09-1950
NATALIIA,MARIA,KOROTUSZ,23-11-1954
VARVARA,HANNA,HEIKO,04-06-1978
TERESA,GABRIELA,ROUBA,30-06-1934
KATARZYNA,TERESA,KULACHOK,09-03-1993
WIOLETTA,DANUTA,RABURSKA,11-01-2006
KAROLINA,STEFANIA,MAJEWSKA,11-09-1940
KATARZYNA,MAŁGORZATA,FELSKOWSKA,23-05-1997
ANASTASIIA,JOANNA,KULA,04-04-1955
MAŁGORZATA,KATARZYNA,BŁAŻYKOWSKA,04-08-2003
MARIOLA,RENATA,ŻĄDŁO,21-02-1998
ANETA,REGINA,SZYMENDERSKA,04-08-1980
MARIANNA,MAGDALENA,BEDNARSKA,17-05-1965
URSZULA,TERESA,DĄBROWSKA,07-09-1945
ILONA,AMELIA,DZIADEK,07-02-1974
MARIA,HELENA,PTASZEK,23-07-1976
ALEKSANDRA,MARIANNA,LEWINOWSKA,26-07-1932
BEATA,EWA,MLECZKO,07-01-1928
