PIERWSZE_IMIĘ,DRUGIE_IMIĘ,NAZWISKO,DATA URODZENIA
PIOTR,JAN,LUDWICKI,09-09-2016
PAWEŁ,JAN,KOZIARZ,21-06-2010
ALEKSANDER,KAMIL,KOŚCIELAK,29-10-2003
FRANKIE,JÓZEF,GŁĘBOCKI,16-11-2020
BARTOSZ,PIOTR,PINKIEWICZ,24-04-1939
GERARD,MICHAŁ,WIŚNIEWSKI,16-11-1966
MACIEJ,WŁADYSŁAW,SZABUNIEWICZ,23-05-1972
TOMASZ,KRZYSZTOF,CYRANKA,26-10-1969
MAKSYMILIAN,MARCIN,PAPAJ,24-01-1935
MICHAŁ,MAREK,GODLEWSKI,20-05-2004
ŁUKASZ,ARTUR,NIKLAS,01-05-1989
JERZY,ANDRZEJ,MIŁOSZ,05-04-2008
JAN,KAROL,DAVYDOV,16-05-1965
LEV,TADEUSZ,NAHORNYI,29-10-1951
STANISŁAW,ANDRZEJ,NĘDZA,07-06-1951
DAMIAN,PAWEŁ,PŁONKA,13-07-1979
ALBERT,MAREK,JAGODZIŃSKI,26-05-2001
TOMASZ,MICHAŁ,PRZENIOSŁO,26-10-1936
DANIL,TOMASZ,FEDORKO,16-06-1981
JAKUB,PIOTR,THAPA,06-03-1982
PAWEŁ,JÓZEF,ROMPEL,25-02-2015
EMIL,MACIEJ,LUBOŃSKI,15-12-1964
ENGELBERT,KAMIL,CZARNECKI,05-11-2017
ADAM,KLAUDIUSZ,MAKOWSKI,13-03-1991
ROMAN,MARCEL,BANEK,05-10-1973
ADRIAN,KAZIMIERZ,KAK,16-06-1996
MACIEJ,TADEUSZ,SOCHA,26-10-2020
TOMASZ,PIOTR,KACZOR,12-01-1960
ŁUKASZ,GUSTAW,KOWALCZYK,19-07-1927
LEON,ANDRZEJ,KURKOWSKI,22-12-2008
KRZYSZTOF,JAKUB,GEMBACZ,23-12-2007
ROMAN,KAROL,NOWIŃSKI,10-05-2007
STEFAN,WIESŁAW,RACZKOWSKI,02-06-1998
ŁUKASZ,EDWARD,SZULC,15-02-1941
VLADIMIR,JANUSZ,WINIARSKI,11-08-1933
HUBERT,KRZYSZTOF,MASA,30-11-1968
KRZYSZTOF,KAZIMIERZ,PALACZ,19-06-1977
LEONID,KRZYSZTOF,PODLASZEWSKI,22-10-1988
MATTHEW,WOJCIECH,KRAWCZYK,24-08-1976
STANISŁAW,JÓZEF,SZYLAR,29-06-1936
MARCIN,JAN,JOŃCZYK,26-11-1926
MARK,DARIUSZ,RYCZEK,12-11-1982
STANISŁAW,HENRYK,SOSINOWSKI,12-10-2015
FRANCISZEK,TOMASZ,PRĘDKI,20-04-1924
ANDRZEJ,BARTŁOMIEJ,SADOWY,04-07-1936
MIROSŁAW,TOMASZ,JUSTA,14-12-2014
ANDRZEJ,ANDRZEJ,GRZYBOWSKI,03-07-2017
TIMOTHY,STANISŁAW,CHOLAWO-KALINOWSKI,19-09-1953
DAMIAN,DAMIAN,DZIEDZIC,17-05-1950
WITOLD,ADRIAN,KRUPA,19-09-2015
MARCIN,KAMIL,SUSKI-HAUZNER,07-03-2014
JAROSŁAW,PAWEŁ,PADUCH,20-02-2008
JAROSŁAW,WOJCIECH,PAZDAN,22-06-1968
JAKUB,ROMAN,HAŃCZA,18-07-1965
FRANCISZEK,MACIEJ,DZIKIEWICZ,07-02-1986
FILIP,BARTŁOMIEJ,NIEJAWSKI,11-04-1953
ŁUKASZ,PIOTR,RADZIEJEWSKI,21-07-2017
ŁUKASZ,ZYGMUNT,PAWŁOWSKI,26-07-1946
MAREK,MAREK,KOTIUK,01-04-2022
PIOTR,STANISŁAW,KOZEL,19-11-2001
ALEKSANDER,ANDRZEJ,TATARKIEWICZ,14-07-1999
ŁUKASZ,WALERY,ŁĘGA,06-10-2016
YAHOR,JAN,PLETENIA,30-11-1989
JAN,MIROSŁAW,PRZYSZLAK,21-06-1955
PIOTR,PAWEŁ,VOITIUK,27-01-2001
ADAM,MATEUSZ,MATYSEK,02-02-2023
PAWEŁ,JÓZEF,ROMBCA,27-08-1978
PAWEŁ,MARIAN,TOKARCZYK,22-08-1932
VALERII,TOMASZ,KATAN,24-02-1946
KRYSTIAN,KAZIMIERZ,MAKSIMEK,12-10-1943
JULIAN,ARTUR,WAKSMUNDZKI,26-11-1976
PAWEŁ,WIESŁAW,CHANDA,08-09-2019
YURII,MATEUSZ,SADECKI,04-03-1932
TOMASZ,FRITZ,SZLĘZAK,15-08-1959
JÓZEF,TOMASZ,WICZKOWSKI,17-06-1995
JANUSZ,ANDRZEJ,SIWIEC,13-01-1975
MIŁOSZ,STEFAN,KOLONKO,25-01-1940
MARIUSZ,RYSZARD,WILKOWSKI,02-10-2007
PIOTR,JANUSZ,PACUK,01-07-1944
EMIL,MARIAN,KACZYŃSKI,02-02-1963
SŁAWOMIR,KRZYSZTOF,MRÓZ,10-05-1966
YEHOR,JEREMIASZ,ROGIŃSKI,03-09-2009
EDWARD,KRZYSZTOF,ZATYCKI,24-05-1930
ANDRZEJ,JERZY,FENC,17-04-1992
ROMAN,GRZEGORZ,KUZMENKO,28-07-1966
MARCIN,OLIWIER,GAWRON,04-02-2009
BOGDAN,SEBASTIAN,KRUPA,26-11-1937
MAREK,SZYMON,ALBECKI,06-02-1945
KAROL,PIOTR,LEWANDOWSKI,25-02-1989
PIOTR,ANTONI,KULPA-NOWAK,23-06-1981
ANDRII,STEFAN,SERHIIENKO,18-12-2009
KRZYSZTOF,JÓZEF,GRZĄDKOWSKI,07-06-2001
ROMAN,MATEUSZ,KOŁODZIEJ,26-06-1974
KEVIN,JAN,LEWICKI,18-03-1970
ROMAN,PIOTR,NABIAŁEK,12-04-1977
ROBERT,ADAM,ZIOŁEK,03-12-1979
MATEUSZ,RAFAŁ,KARPIK,13-07-1968
PIOTR,JÓZEF,NOWAK,15-07-1936
ŁUKASZ,JANUSZ,LEDWÓJCIK,31-07-1971
KAROL,JAN,KUBAS,03-12-1938
STANISŁAW,ADAM,LEE,18-04-1934
MACIEJ,STEFAN,KANARSKYI,11-06-1996
PIOTR,ROMAN,KUKLA,27-09-1932
MAREK,GRZEGORZ,STOŚ,24-07-1949
ARTUR,ANDRZEJ,KIECOL,29-11-1990
STEFAN,BERNARD,KASHLIUK,19-01-1979
JANUSZ,JANUSZ,SZERMIŃSKI,06-07-2020
JAN,RYSZARD,URBAŃSKI,18-09-1994
HUBERT,LEON,KRAVCHENKO,02-02-1951
SŁAWOMIR,RAFAŁ,GÓRNISIEWICZ,07-04-1925
ADAM,MICHAŁ,MARGALSKI,08-06-1955
RYSZARD,MICHAŁ,CZACHOROWSKI,20-04-1990
DANIEL,MICHAŁ,CZERWONKA,25-08-1999
RAFAŁ,MATEUSZ,BRYŚ,26-02-1943
WOJCIECH,GUSTAW,GRUSZKA,23-03-1989
MAXIMILLIAN,ROBERT,LANDECKI,10-03-1944
JAKUB,EUGENIUSZ,SANIN,25-07-1937
ALEH,DANIEL,GMYZ,08-08-1991
MICHAŁ,ŁUKASZ,CZAJA,29-09-2023
WOJCIECH,TADEUSZ,GRUSZKA,25-02-1991
SEBASTIAN,PATRYK,KOŚCIÓŁEK,12-08-1935
IGOR,ANDRZEJ,LIPIŃSKI,16-07-2022
KRZYSZTOF,JERZY,PAJĄK,14-09-1973
IRENEUSZ,MATEUSZ,WAŁCZYK,25-08-1973
MYKYTA,STEFAN,SZMYD,20-05-2009
MIKOŁAJ,GABRIEL,LUDKIEWICZ,05-08-1998
ŁUKASZ,KONRAD,MATVIIENKO,29-12-2011
ANDRZEJ,ANDRZEJ,MAŁONOWICZ,11-03-1992
JAKUB,MARCIN,GOŁĘBIEWSKI,24-04-1934
MIROSŁAW,JAN,JASTRZĘBSKI,25-01-1988
ANDRZEJ,GRZEGORZ,KUREK,19-06-2005
ANDRZEJ,ANDRZEJ,BIELAWSKI,02-10-2015
PAWEŁ,GERARD,HANDZLIK,20-01-2015
ADAM,JÓZEF,TŁUCHOWSKI,21-01-1929
DAMIAN,TOMASZ,PAŁKA,10-07-2000
JAKUB,ANDRZEJ,KACZMAREK,03-12-2016
MARCIN,MAXIMILIAN,MIĘKINA,01-08-1976
ADAM,MARCIN,KARCZ,30-07-1996
ANDRZEJ,MAREK,KOWALSKI,29-06-2013
OSKAR,KONSTANTY,FLOREK,20-03-1987
MICHAŁ,STANISŁAW,FRĄCKOWIAK,16-02-1969
KAMIL,ŁUKASZ,SOBCZYK,18-10-1979
MIROSŁAW,TOMASZ,CIECHANOWSKI,26-09-1966
BRONISŁAW,BOGDAN,KMITA,25-12-1944
WIESŁAW,MARIAN,BOBRUKIEWICZ,03-03-1977
MICHAŁ,ROBERT,BRZEZIŃSKI,26-04-1974
HUBERT,SŁAWOMIR,WOJTCZAK,06-02-1976
ARTUR,ANDRZEJ,KASPERCZYK,04-10-1991
DAWID,KAROL,KACZOR,29-12-2022
SZYMON,JACEK,KRAJEWSKI,02-03-2019
MARCIN,SYLWESTER,CZERNER,18-05-2010
KAROL,ANDRZEJ,KOZAKIEWICZ,10-01-2014
ANDRZEJ,JANUSZ,PALACZ,04-08-1999
DAWID,JERZY,KOWALSKI,30-08-1987
LESZEK,EDWARD,MATUK,28-06-1943
BARTŁOMIEJ,JÓZEF,BRYGOŁA,02-12-1930
ROBERT,EDMUND,MICHNO,28-03-1992
JAN,HENRYK,ŁÓJ,18-09-2014
DAMIAN,PATRYK,HARYK,11-11-1988
DAWID,DARIUSZ,TORCZYŃSKI,15-09-1976
MAKSIM,KAZIMIERZ,SKAWSKI,08-06-2005
ROBERT,GRZEGORZ,PODMANICKI,27-01-1967
JACEK,JÓZEF,WĄCHAŁA,09-03-1962
ADAM,JAN,JASIŃSKI,16-12-1985
KACPER,HENRYK,BŁASZKIEWICZ,25-10-1986
ROBERT,STEFAN,KOŁODZIEJ,06-07-1927
ROCH,ANDRZEJ,BRODNICKI,08-01-1966
DAWID,RYSZARD,ZALESSOV,12-03-1982
PIOTR,MICHAŁ,MYKOLAICHUK,10-07-2006
PAWEŁ,ALEKSANDER,MAJEWSKI,03-07-2015
FELIKS,PAWEŁ,ROCHNOWSKI,30-05-1942
WŁADYSŁAW,ANDRZEJ,PENK,28-03-1999
HENRYK,MAREK,MAŁKO,08-06-1967
RAFAŁ,MAREK,MALINOWSKI,12-01-1934
FILIP,JOSEF,RUSINEK,23-09-1958
JAKUB,ALBERT,MALIK,29-12-1944
JEREMI,MARIUSZ,PAWLAK,07-10-2014
ROBERT,JÓZEF,WIĘZOWSKI,23-07-2021
FILIP,EMANUEL,JENSEN,11-02-2020
KRZYSZTOF,PIOTR,MALEC,04-07-1947
LESZEK,JÓZEF,CZERECHOWICZ,28-12-2000
KACPER,PAWEŁ,BARTKOWIAK,09-08-1927
RAFAŁ,RAFAŁ,SMALARZ,30-01-1973
JACEK,JAN,MALINA,05-11-1981
KRZYSZTOF,ANTONI,BRZYSKI,28-01-1932
LEON,KRYSTIAN,BOGUS,25-01-2005
RADOMIR,MIECZYSŁAW,ŻMUDZIN,28-10-1989
GABRIEL,RAFAŁ,KMIEĆ,01-10-1966
WITOLD,ANDRZEJ,BERLIK,03-08-1963
GRZEGORZ,ZBIGNIEW,REGIŃSKI,13-07-1938
KRZYSZTOF,JAROSŁAW,OŁÓW,19-01-1933
TOMASZ,ADAM,NOWAK,26-07-1941
RYSZARD,WŁADYSŁAW,NOWIK,04-08-1959
YEVHEN,ALEXANDER,TRĄBIŃSKI,05-08-1930
GRZEGORZ,PAWEŁ,DOBULEAC,27-06-1939
ANDRZEJ,PATRYK,PIĄTEK,30-11-2009
CEZARY,TOMASZ,GROBELSKI,02-04-2010
PRZEMYSŁAW,ANTONI,HALABUDA,27-05-2019
KAROL,STANISŁAW,KĘCKI,23-11-2020
OLEKSANDR,JAN,ANTKOWICZ,07-12-1972
DMYTRO,SZCZEPAN,SZYMAŃSKI,10-03-2019
EDUARD,TOMASZ,KOWALSKI,29-04-1933
MARCIN,PAWEŁ,GIERLAK,13-05-1999
ARKADIUSZ,TOMASZ,DESHCHUK,23-03-1985
KRZYSZTOF,JANUSZ,SOŁDRA,29-10-1942
WIKTOR,JANUSZ,KACPRZAK,18-08-2022
SZYMON,JERZY,JAWORSKI,11-12-1991
KAZIMIERZ,ANDRZEJ,KULIGOWSKI,24-12-1941
JAKUB,DANIEL,JAFERNIK,05-12-1956
WALDEMAR,SZCZEPAN,DUDEK,12-12-1964
ANDRZEJ,BOGUSŁAW,KNIAZEU,30-01-1994
JERZY,ŁUKASZ,MEDAK,29-05-1984
KAMIL,KRZYSZTOF,WNUK-LIPIŃSKI,10-09-1954
UCHENNA,JAN,TSABENKO,07-10-1926
HUBERT,MOSHE,BUKOWSKI,30-03-2005
ŁUKASZ,JÓZEF,ĆWIKLIŃSKI,03-07-1983
TADEUSZ,TOMASZ,KONOPACKI,13-11-1987
DOMINIK,EDMUND,PASZKO,15-04-1998
GRZEGORZ,ROBERT,KRZYSICA,03-03-2017
BRONISŁAW,FRANCESCO,ZELEWSKI,03-06-2008
ANDRII,BOGDAN,OSTROWSKI,22-08-1983
PIOTR,ZBIGNIEW,BUCZEK,17-09-1948
FILIP,ADAM,PYDA,11-05-2012
TADEUSZ,MIECZYSŁAW,KAŃSKI,27-03-2005
ANDRZEJ,KLEMENS,JASTRZĘBSKI,11-07-2008
PATRYK,ALEKSANDER,WIŚNIEWSKI,02-07-1987
KRZYSZTOF,BOGDAN,PISULA,22-11-1942
TADEUSZ,JERZY,FERUŚ,22-09-1972
FILIP,JAN,WILK,04-10-1992
MATTHEW,JAN,KOSSELA,26-11-1924
IHOR,STANISŁAW,PLOCH,05-12-2008
GRZEGORZ,STANISŁAW,CZARNECKI,21-12-1933
STEFAN,ZBIGNIEW,MISZCZAK,06-08-1971
ŁUKASZ,JAN,KUDZIN,09-01-2017
ANDRZEJ,JÓZEF,LEŻOCH,06-04-2021
MARCIN,PAWEŁ,NOWAK,26-10-1926
RAFAŁ,SŁAWOMIR,POTEMPA,13-07-1979
HENRYK,PIOTR,KULMA,05-09-1983
SZYMON,ANDRZEJ,RĄPAŁA,13-10-1967
NIKODEM,GRZEGORZ,LASKA,21-09-1976
ARKADIUSZ,WIKTOR,BADURA,23-12-1989
ANDRII,MARCIN,KOSIBA,22-12-1957
MIECZYSŁAW,CZESŁAW,TĄPKOWSKI,20-03-1927
ROMAN,JED,FABISZAK,09-07-1935
MICHAŁ,JAN,FORTUNIAK,09-07-1935
JAN,MIECZYSŁAW,JAROŃCZYK,11-11-1942
PAWEŁ,MICHAŁ,WERTE,15-05-1970
LEON,TADEUSZ,URBACZKA,09-02-2024
ROMUALD,DARIUSZ,KEKÓW,25-01-1933
OLIWIER,JÓZEF,KOROLOW,05-11-1948
STANISŁAW,JAN,PASZKOWSKI,01-05-1994
MICHAŁ,NORBERT,LEWIŃSKI,27-01-2009
ADAM,EUGENIUSZ,STEBEŁKO,16-08-1958
ARTUR,JÓZEF,LEWIŃSKI,01-05-1946
MARIUSZ,PIERRE,BOGDAN,07-12-1954
FRANCISZEK,ŁUKASZ,BRUI,06-03-1953
FRANCISZEK,TOMASZ,MIKA,21-09-1955
ANDRZEJ,PIOTR,KAJDAS,22-10-1926
ADAM,JAN,KIERYLAK,04-04-1935
OSKAR,TOMASZ,WOŹNIAK,19-03-1966
TEEMU,PAWEŁ,ROBALEWSKI,29-12-1938
KACPER,WŁADYSŁAW,LEŚNIEWSKI,16-06-1986
MARCIN,DAWID,SZARECKI,22-06-1933
MIROSŁAW,KRZYSZTOF,GACOŃ,10-08-1930
GRZEGORZ,ANTONI,GÓRNY,06-10-1959
OSKAR,ANDREAS,SZYDŁO,10-06-2006
PAWEŁ,KAZIMIERZ,TUSIŃSKI,17-02-1953
TADEUSZ,ANDRZEJ,DAMIEŃSKI,20-03-1983
PAWEŁ,JÓZEF,CHRZANOWSKI,31-10-1929
SERGIY,MARIUSZ,MIKULSKI,17-11-1948
WOJCIECH,EUGENIUSZ,UNIWERSAŁ,05-09-1988
MYKOLA,ANDRZEJ,WOJCIECHOWSKI,05-09-1985
SZYMON,ANDRZEJ,UNHURIAN,21-04-1924
ROBERT,HENRYK,OPORSKI,18-09-2019
ADAM,MARIUSZ,GRANSORT,24-09-1995
JAN,NAM,JAGIELSKI,18-11-1925
MAREK,EUGENIUSZ,KASPRZYCKI,20-05-1992
LEONARD,JERZY,JAWORSKI,23-11-2007
WOJCIECH,BARTŁOMIEJ,DMYTRUK,11-01-1968
ŁUKASZ,ADAM,RIETBROEK,01-06-1932
ZBIGNIEW,MAREK,CABAK,06-01-1972
JANUSZ,PAWEŁ,SZELĄG,20-05-1940
JERZY,KRZYSZTOF,BOMBELKA,02-12-1980
SŁAWOMIR,RYSZARD,RUDOWSKI,22-10-1977
JAN,JÓZEF,WINTONOWICZ,01-10-1924
GRZEGORZ,HYUSEIN,MODRZEJEWSKI,11-04-2014
JAN,ZBIGNIEW,NITYCHORUK,07-05-1924
WŁODZIMIERZ,FLORIAN,MATULKA,14-08-1969
KSAWERY,MAREK,CIESZYŃSKI,04-10-1927
KRZYSZTOF,MAREK,JANURA,14-04-1965
ADAM,PIOTR,ŁUBIŃSKI,24-10-1974
WŁADYSŁAW,ANTONI,LYKHACH,27-02-1998
GRZEGORZ,PIOTR,PIETRONIEC,06-05-2009
ANDRZEJ,PIOTR,SITAREK,31-12-1984
ANDRZEJ,ANTONI,ABRAMEK,19-01-1937
ANDRZEJ,GABRIEL,ELBICH,07-02-1947
ŁUKASZ,MARCIN,ZAPALSKI,01-10-1972
DAVYD,JERZY,SIARHEI,26-10-2008
ARKADIUSZ,JAN,ORZESZYNA,26-12-1953
GABRIEL,JANUSZ,KĄCKI,13-11-1929
FRANCISZEK,JERZY,KORZUN,17-11-1950
LONGINUS,TOMASZ,RULEWSKI,15-06-2008
KACPER,MARIUSZ,KOZINA,26-02-2013
IGOR,KACPER,MAŁECKI,02-06-1989
JERZY,ALEKSANDER,KANIA,29-11-1982
ADAM,ANDRZEJ,BARBASIEWICZ,20-08-2007
DANYLO,BOGDAN,SUCHECKI,26-03-1926
RYSZARD,MARCIN,BĘBENEK,09-06-1996
KRYSTIAN,JAROSŁAW,DAKTERA,06-07-1996
PIOTR,BOLESŁAW,ANIOŁ,12-07-1995
ZBIGNIEW,MARCIN,KRUPA,30-12-1935
FILIP,JÓZEF,PUDLEWSKI,22-06-2001
MARIUSZ,KRZYSZTOF,ŁAWNICZAK,12-09-1937
KRZYSZTOF,RAFAŁ,LECH,02-12-2013
PIOTR,PIOTR,DEPKA,04-12-1975
JERZY,PIOTR,WILIŃSKI,18-12-1958
PRZEMYSŁAW,ROMAN,MYDLARZ,03-06-2004
MATEUSZ,JACEK,PODRYGAJŁO,12-05-1935
JERZY,ADAM,KOWALCZYK,23-12-1987
ARKADIUSZ,PAWEŁ,KANIA,17-12-1969
BARTŁOMIEJ,WINCENTY,WYSOCKI,04-10-1960
ANTONI,IRENEUSZ,KIM,13-01-1970
KACPER,JAN,PAWLIK,13-02-2009
GRZEGORZ,TOMASZ,SZTYKIEL,26-07-2016
ŁUKASZ,JÓZEF,SITARSKI,26-11-1989
MATEUSZ,ZDZISŁAW,ADAMUS,01-09-1995
BENEDYKT,ŁUKASZ,KRÓL,12-03-2020
MIROSŁAW,PIOTR,SALADUKHA,24-04-2014
SZYMON,MACIEJ,MOSAKOWSKI,02-03-1995
WOJCIECH,MARCIN,PRZEKWAS,04-06-1970
MACIEJ,KAZIMIERZ,LEWANDOWSKI,08-10-1985
ANDRZEJ,PAWEŁ,JĘDREK,28-02-1942
SŁAWOMIR,DOMINIK,KUCHARSKI,06-04-1955
JAROSŁAW,JĘDRZEJ,KRAIEVSKYI,26-10-1954
GRZEGORZ,TADEUSZ,FOIK,04-05-2013
NORBERT,BOLESŁAW,HERNAS,06-04-1942
MAREK,GRZEGORZ,DZIEDZIC,24-12-2008
ZBIGNIEW,KAZIMIERZ,PIECZARA,15-01-1937
JAN,BARTOSZ,GMYREK,05-01-2015
WILHELM,MACIEJ,KOŻUCHOWSKI,31-10-1976
PAWEŁ,PIOTR,CIEŚLIK,06-05-1990
PAWEŁ,PRZEMYSŁAW,CEPURA,28-05-1991
MIROSŁAW,SEWERYN,KOWALCZUK,24-12-1956
JAN,IRENEUSZ,TOBYS,13-03-1956
MACIEJ,KRZYSZTOF,WIŚNIEWSKI,13-08-1929
MICHAŁ,JAROSŁAW,STEMPSKI,25-12-1998
PIOTR,MIROSŁAW,MIEDZA,19-07-1947
MIKOŁAJ,JAN,ŚWIĄTEK,08-11-1996
PAWEŁ,ADRIAN,JABŁOŃSKI,22-08-2014
RYSZARD,PIOTR,BARTOSZYŃSKI,02-03-2019
VOLODYMYR,DAWID,KOZACHUK,27-03-2007
DAMIAN,DOMINIK,GRYBUŚ,25-11-1962
BOGUSŁAW,DANIEL,WOJTKOWSKI,05-09-1998
JAN,ANDRZEJ,JÁNOS,22-05-1977
MARIUSZ,MIECZYSŁAW,KOSEK,04-08-1968
KACPER,MARCIN,CZARNECKI,25-07-1957
STANISŁAW,STANISŁAW,LIAUKOVICH,06-05-1948
ADAM,JÓZEF,STOBIERSKI,25-11-1995
LESZEK,SEWERYN,PROKOPENKO,14-08-1987
ZBIGNIEW,KAZIMIERZ,BURCHARDT,26-09-1961
TYTUS,JAROSŁAW,RYBCZAK,08-09-2017
KACPER,FRANCISZEK,SZELĄGOWSKI,02-01-2012
JAKUB,SEBASTIAN,CHRUŚLICKI,14-08-1973
DAWID,PAWEŁ,RUSYN,23-10-1985
ARTEM,ŁUKASZ,POLACZEK,12-10-2000
MARCIN,STANISŁAW,SADZA,13-02-1943
JAKUB,GRZEGORZ,ŚLIFIRSKI,25-04-1942
SZYMON,KRZYSZTOF,CISZKIEWICZ,21-08-1952
WOJCIECH,MICHAŁ,KRUSZEWSKI,16-12-2016
VALERII,KRZYSZTOF,MIADZVEDZ,04-08-1963
RAFAŁ,PAWEŁ,STANISZEWSKI,06-10-1951
SŁAWOMIR,JACEK,HĘSIO,26-06-1974
JANUSZ,STANISŁAW,GĘGNIEWICZ,13-02-1941
ROBERT,KRZYSZTOF,WOJEWÓDZKI,01-10-1938
JESUS,BENIAMIN,CIESIELSKI,20-04-2004
JÓZEF,WŁADYSŁAW,SKÓRKA,15-01-2009
MICHAŁ,JÓZEF,KRUSZEWSKI,06-06-1964
MARIUSZ,ANDRZEJ,KLIMEK,01-09-1952
JULIAN,PIOTR,SOLECKI,27-02-1951
ZBIGNIEW,JAN,BEYERSBERGEN VAN HENEGOUWEN,11-02-2017
JÓZEF,JAN,CZUPRYŃSKI,27-10-1932
OLEKSANDR,STANISŁAW,MILKOTA,11-03-1946
RYSZARD,KRZYSZTOF,ZIĘBA,01-12-2022
KRZYSZTOF,KRZYSZTOF,ZWIERZYŃSKI,10-10-1944
PIOTR,JAKUB,SZYMAŃSKI,03-05-2016
TOMASZ,ROLAND,JÓSKOW,01-04-1944
GRZEGORZ,ANDRZEJ,MŁYNARSKI,10-08-1963
BOGUSŁAW,GABRIEL,SOLECKI,08-01-1969
PIOTR,JÓZEF,KUPIECKI,17-09-1967
DAMIAN,GRZEGORZ,KWAŚNIEWSKI,01-11-1979
SEBASTIAN,PIOTR,STAŃKO,21-07-1985
JAN,MARCIN,STEFAŃSKI,01-07-2000
BOGDAN,JACEK,JARMUŁA,16-02-1925
JÓZEF,ZBIGNIEW,GRZYWNOWICZ,16-08-2004
WOJCIECH,ERYK,SZUSTAKOWSKI,03-09-1995
FILIP,KRZYSZTOF,WÓJTOWICZ,19-09-1994
WOJCIECH,SEWERYN,ROMANCHUK,11-05-1929
KRZYSZTOF,RAFAŁ,GALANT,04-08-1998
PAWEŁ,PAWEŁ,CHOMICZ,21-12-1941
TOMASZ,JÓZEF,GADEK,12-06-1999
MARCIN,JANUSZ,PUPACZ,27-01-1946
STANISLAV,ZYGMUNT,ŁYŚ,15-06-1936
DAMIAN,BOGUSŁAW,GRZĘDZIŃSKI,27-11-1968
DARIUSZ,MATEUSZ,HANUSHCHAK,04-06-2016
SŁAWOMIR,ROBERT,NOSIDLAK,23-11-1993
KLAUDIUSZ,GRZEGORZ,SĄDEL,08-08-1944
ADAM,PATRYK,KLIUS,06-06-1965
ROBERT,JAKUB,RYBACKI,08-02-1955
LECH,JAN,MAZIARCZYK,04-01-1964
MIROSŁAW,EDWARD,GÓRNIK,20-02-1959
PATRYK,PIOTR,WITASZEK,14-09-1974
PAWEŁ,PAWEŁ,ZDUNIAK,12-10-2000
KAMIL,PAUL,ORZAŁKIEWICZ,19-09-1975
TAYLOR,TADEUSZ,ŁABĘCKI,12-05-1926
SANI,PAWEŁ,STUPIEŃKO,09-04-2023
PAWEŁ,JERZY,RODAK,17-11-2012
ADAM,PIOTR,MICHALAK,01-06-1974
WIESŁAW,JAN,STOSIK,26-09-1934
MYKHAILO,ADAM,BERNER,09-04-1969
ANDRZEJ,JAN,POWĘSKA,21-08-2007
HUBERT,TOMASZ,POGODZIŃSKI,01-05-1961
DAWID,STANISŁAW,LAPIN,05-12-1947
DAWID,ADAM,RYCHLICKI,29-07-1964
EDWARD,KRZYSZTOF,KOSTENCKI,10-10-1985
SŁAWOMIR,PAWEŁ,BARTECKI,13-08-2018
ADRIAN,PAWEŁ,KRUCZEK,20-06-1984
LÚCIO,ROBERT,POMERAŃSKI,24-03-2012
ŁUKASZ,JAN,SZURA,30-09-1982
ANDRZEJ,STANISŁAW,BUDONNYI,28-03-1934
TADEUSZ,GRZEGORZ,BORYŃ,11-09-1926
IGOR,JAN,ZARZYCKI,06-01-1943
KRZYSZTOF,STANISŁAW,PIĄTKOWIAK,20-08-1993
JAN,MARCIN,FLASZA,23-12-1953
KRZYSZTOF,PIOTR,KLOCH,05-06-1924
MARIAN,KAZIMIERZ,MIKLASZEWSKI,30-01-2006
MARCIN,MEDARD,DUBOVYI,23-10-2023
WALDEMAR,SEBASTIAN,KYSIL,19-08-1929
GRZEGORZ,ZDZISŁAW,SZYMAŃSKI,03-06-1943
MARIUSZ,JÓZEF,FILAR,23-12-2007
STEPAN,DARIUSZ,KORCZYC,22-12-1966
JÓZEF,GRZEGORZ,FORNALCZYK,05-09-1924
MAREK,STANISŁAW,CYBULA,11-01-1941
DAMIAN,PIOTR,ZUGAJ,27-10-1968
ARTUR,MATEUSZ,POLIDOWSKI,22-04-1960
TOMASZ,JAROSŁAW,NESSIM SCHLOSER,12-10-1952
ŁUKASZ,PIOTR,KANIA,06-07-2017
ANTONI,RAFAŁ,KOŚCIUCH-BIGOS,10-07-1930
CHRISTOPHER,OSCAR,PARAPURA,06-11-1996
SŁAWOMIR,JAN,MAKARUK,16-07-1971
ROMAN,JAN,ROMANOWSKI,31-12-1978
MICHAŁ,JULIEN,VOLK,18-12-1993
ROBERT,ZDZISŁAW,KARWACKI,15-11-1936
WILLY,JÓZEF,SŁOWIK,01-02-1999
KAMIL,MAREK,DYBIZBAŃSKI,09-07-2020
SZYMON,DAMIAN,ELTAIEF,28-09-2008
ŁUKASZ,BARTŁOMIEJ,WIŚNIEWSKI,02-04-1983
SZYMON,TEODOR,ZAWARUS,19-03-1949
ADAM,JAN,RÓŻALSKI,03-12-1941
RYSZARD,PIOTR,OLSZOWY,28-11-2012
PAWEŁ,KRZYSZTOF,KOCHAŃCZYK,06-08-1939
YEVHENII,MICHAŁ,TRZPIS,09-09-1951
KONRAD,SŁAWOMIR,VERGUN,17-06-1965
TOMASZ,BOLESŁAW,SOWIK,19-11-1931
JAROSŁAW,WOJCIECH,BUSZMAN,11-04-1974
JERZY,TADEUSZ,MIKLIŃSKI,08-03-1996
PIOTR,STEFAN,KOBA,04-09-1978
JAN,KAZIMIERZ,NEWTON,25-01-1964
JAKUB,PIOTR,RATAJCZAK,15-09-1980
